Frame,Nose_X,Nose_Y,Nose_Z,LeftEyeInner_X,LeftEyeInner_Y,LeftEyeInner_Z,LeftEye_X,LeftEye_Y,LeftEye_Z,LeftEyeOuter_X,LeftEyeOuter_Y,LeftEyeOuter_Z,RightEyeInner_X,RightEyeInner_Y,RightEyeInner_Z,RightEye_X,RightEye_Y,RightEye_Z,RightEyeOuter_X,RightEyeOuter_Y,RightEyeOuter_Z,LeftEar_X,LeftEar_Y,LeftEar_Z,RightEar_X,RightEar_Y,RightEar_Z,MouthLeft_X,MouthLeft_Y,MouthLeft_Z,MouthRight_X,MouthRight_Y,MouthRight_Z,LeftShoulder_X,LeftShoulder_Y,LeftShoulder_Z,RightShoulder_X,RightShoulder_Y,RightShoulder_Z,LeftElbow_X,LeftElbow_Y,LeftElbow_Z,RightElbow_X,RightElbow_Y,RightElbow_Z,LeftWrist_X,LeftWrist_Y,LeftWrist_Z,RightWrist_X,RightWrist_Y,RightWrist_Z,LeftPinky_X,LeftPinky_Y,LeftPinky_Z,RightPinky_X,RightPinky_Y,RightPinky_Z,LeftIndex_X,LeftIndex_Y,LeftIndex_Z,RightIndex_X,RightIndex_Y,RightIndex_Z,LeftThumb_X,LeftThumb_Y,LeftThumb_Z,RightThumb_X,RightThumb_Y,RightThumb_Z,LeftHip_X,LeftHip_Y,LeftHip_Z,RightHip_X,RightHip_Y,RightHip_Z,LeftKnee_X,LeftKnee_Y,LeftKnee_Z,RightKnee_X,RightKnee_Y,RightKnee_Z,LeftAnkle_X,LeftAnkle_Y,LeftAnkle_Z,RightAnkle_X,RightAnkle_Y,RightAnkle_Z,LeftHeel_X,LeftHeel_Y,LeftHeel_Z,RightHeel_X,RightHeel_Y,RightHeel_Z,LeftFootIndex_X,LeftFootIndex_Y,LeftFootIndex_Z,RightFootIndex_X,RightFootIndex_Y,RightFootIndex_Z
30,0.5040369629859924,0.17350080609321594,0.3597443103790283,0.4994107186794281,0.15883037447929382,0.31868496537208557,0.4956158995628357,0.15760010480880737,0.31870099902153015,0.49166107177734375,0.1560392677783966,0.31862813234329224,0.5089827179908752,0.16110393404960632,0.31538116931915283,0.5116903185844421,0.1617768406867981,0.3153536319732666,0.5143997669219971,0.16234824061393738,0.31520602107048035,0.4826369881629944,0.1609894335269928,0.15427932143211365,0.5101646780967712,0.1685362458229065,0.13984562456607819,0.4974645674228668,0.18473032116889954,0.30698415637016296,0.5075174570083618,0.18723978102207184,0.3027878701686859,0.41048330068588257,0.2331094741821289,0.06808652728796005,0.5458208322525024,0.2543012499809265,0.041353918612003326,0.3890833258628845,0.37791168689727783,0.11799278110265732,0.5761879086494446,0.36455100774765015,0.08207019418478012,0.4206462502479553,0.41724926233291626,0.22765955328941345,0.5894280672073364,0.3716171383857727,0.21411272883415222,0.42503124475479126,0.42923030257225037,0.23262342810630798,0.6104829907417297,0.3752165138721466,0.22813217341899872,0.4365275502204895,0.42022567987442017,0.2328629046678543,0.6021217703819275,0.3597589135169983,0.22702351212501526,0.4375982880592346,0.41490229964256287,0.22926576435565948,0.5937952995300293,0.35881343483924866,0.21767373383045197,0.4297839105129242,0.5043253898620605,-0.001807240187190473,0.4961705803871155,0.5049728751182556,0.0019464729120954871,0.4188855290412903,0.6951388120651245,0.004272837657481432,0.47311845421791077,0.7052384614944458,0.041436441242694855,0.40864259004592896,0.889957845211029,0.022357668727636337,0.45185670256614685,0.9035223126411438,0.055823564529418945,0.4061276316642761,0.9147273302078247,0.020947415381669998,0.44660288095474243,0.9243119955062866,0.05733684450387955,0.4021262526512146,0.9065886735916138,-0.034844525158405304,0.44984227418899536,0.9192503690719604,0.010231542401015759
31,0.5043700933456421,0.2004304826259613,0.4648793339729309,0.49966979026794434,0.18745261430740356,0.4377617835998535,0.4963424801826477,0.18705743551254272,0.4377842843532562,0.4929133951663971,0.18661528825759888,0.43774303793907166,0.5087602734565735,0.18951156735420227,0.4293045401573181,0.5110279321670532,0.19060219824314117,0.4292430281639099,0.5130932927131653,0.19115863740444183,0.4290822148323059,0.48572325706481934,0.19423125684261322,0.3132430911064148,0.5077174305915833,0.19770151376724243,0.2746499180793762,0.4986204206943512,0.21466779708862305,0.4245680272579193,0.5075160264968872,0.2170918583869934,0.4133843779563904,0.4159330725669861,0.2734660506248474,0.21350932121276855,0.5447096228599548,0.2994734048843384,0.16426421701908112,0.4044560492038727,0.4071175456047058,0.17466112971305847,0.5479304790496826,0.42758163809776306,0.16028821468353271,0.4314803183078766,0.4472143054008484,0.19191357493400574,0.5590041875839233,0.4415037930011749,0.24593643844127655,0.43254852294921875,0.4583538770675659,0.17409421503543854,0.5695089101791382,0.4483090937137604,0.24971897900104523,0.44444137811660767,0.4509130120277405,0.184014692902565,0.5611110329627991,0.4337199926376343,0.2453010380268097,0.446237176656723,0.4469260275363922,0.19258937239646912,0.5528661608695984,0.43007317185401917,0.24632546305656433,0.4303085207939148,0.5330367684364319,-0.0012568049132823944,0.4947611689567566,0.5427219271659851,0.001406369497999549,0.4189565181732178,0.7356169819831848,-0.0031152786687016487,0.47212862968444824,0.74644535779953,0.018071969971060753,0.4058167040348053,0.9343727231025696,-0.021457089111208916,0.4502802789211273,0.9422309398651123,0.008073857054114342,0.4034756124019623,0.9622923135757446,-0.030392667278647423,0.4446888864040375,0.9679644107818604,0.0029198520351201296,0.38641276955604553,0.9531563520431519,-0.10069113969802856,0.4539636969566345,0.9779695868492126,-0.07286316901445389
32,0.5018152594566345,0.2541644871234894,0.3470812737941742,0.497872918844223,0.24007977545261383,0.30502134561538696,0.4947543740272522,0.2395947128534317,0.3050306439399719,0.49133020639419556,0.23912033438682556,0.304931640625,0.5064782500267029,0.2412429004907608,0.30362674593925476,0.5089161396026611,0.24148797988891602,0.30358579754829407,0.5112807750701904,0.24171753227710724,0.303406685590744,0.4853824973106384,0.245348259806633,0.15474770963191986,0.507768988609314,0.24834910035133362,0.150369331240654,0.4964958727359772,0.26765185594558716,0.30246204137802124,0.505355715751648,0.26829805970191956,0.3008892238140106,0.41773897409439087,0.3209310472011566,0.09487303346395493,0.544772744178772,0.34287548065185547,0.05130680650472641,0.40232500433921814,0.4590224623680115,0.130226269364357,0.5559664964675903,0.47544944286346436,0.061119865626096725,0.4198707938194275,0.4981045722961426,0.2020018845796585,0.563005268573761,0.5313843488693237,0.13417892158031464,0.4167053699493408,0.5097815990447998,0.19411848485469818,0.5801854133605957,0.5470149517059326,0.13682255148887634,0.4290595054626465,0.5004904270172119,0.19568443298339844,0.5706883072853088,0.5304673314094543,0.1346014440059662,0.43286624550819397,0.49526867270469666,0.20236189663410187,0.5624698400497437,0.5226598381996155,0.13523393869400024,0.4289413094520569,0.5851367115974426,0.004756600130349398,0.4938785135746002,0.59673011302948,-0.0046721347607672215,0.41657859086990356,0.7756072282791138,0.023949693888425827,0.471935510635376,0.7921048402786255,0.029798945412039757,0.39926812052726746,0.9758842587471008,0.07167963683605194,0.44712334871292114,0.9812501072883606,0.08298405259847641,0.39946430921554565,0.9990508556365967,0.07254209369421005,0.43983444571495056,0.9978382587432861,0.0864347442984581,0.38897445797920227,0.9868521094322205,0.011892164126038551,0.4478519856929779,0.9978418946266174,0.02096891775727272
33,0.49840301275253296,0.2825993299484253,0.33809351921081543,0.4948959946632385,0.26995787024497986,0.30021095275878906,0.4918420910835266,0.2692541480064392,0.3001953363418579,0.4885430932044983,0.26858028769493103,0.30007800459861755,0.5028167963027954,0.271649569272995,0.29989442229270935,0.5052078366279602,0.272132009267807,0.2999289035797119,0.5076407194137573,0.27268409729003906,0.29982346296310425,0.48296675086021423,0.2748083472251892,0.1540035903453827,0.5072511434555054,0.2795899510383606,0.15131902694702148,0.4933788776397705,0.295789510011673,0.29361552000045776,0.502212643623352,0.2968650162220001,0.29355189204216003,0.4177226424217224,0.3575415313243866,0.09235894680023193,0.5429685115814209,0.37403419613838196,0.04356192797422409,0.38895076513290405,0.49016273021698,0.1233474612236023,0.5591020584106445,0.5149556398391724,0.0228448323905468,0.3848508596420288,0.5740423202514648,0.19916529953479767,0.5899312496185303,0.6213490962982178,0.06134064868092537,0.3795640170574188,0.5938692688941956,0.19979847967624664,0.6081949472427368,0.6531537175178528,0.05737119913101196,0.3895115256309509,0.5892517566680908,0.2027580440044403,0.6058464050292969,0.6488561034202576,0.06025974825024605,0.3935292959213257,0.5807819366455078,0.2014552652835846,0.5987704396247864,0.6390171051025391,0.06311686336994171,0.4260861873626709,0.6078450083732605,0.006236833054572344,0.48999887704849243,0.6172289252281189,-0.006212638225406408,0.41354554891586304,0.8003565073013306,0.04785006120800972,0.46727967262268066,0.813323974609375,0.06080620363354683,0.3950118124485016,0.9929249286651611,0.13219709694385529,0.4434187412261963,0.9972840547561646,0.14401957392692566,0.3885740637779236,1.0527492761611938,0.13727492094039917,0.44035664200782776,1.0515954494476318,0.15182112157344818,0.3813506066799164,1.0233200788497925,0.08697067201137543,0.45546355843544006,1.0410168170928955,0.09822683036327362
34,0.49430379271507263,0.28917545080184937,-0.12949776649475098,0.4942954480648041,0.27380135655403137,-0.14062121510505676,0.49196141958236694,0.27394402027130127,-0.14063578844070435,0.4902419447898865,0.27398863434791565,-0.14072632789611816,0.4961407780647278,0.2739793062210083,-0.14608189463615417,0.4961942136287689,0.2744159400463104,-0.1461264193058014,0.49616140127182007,0.27479416131973267,-0.14617201685905457,0.488185316324234,0.28046661615371704,-0.1407468467950821,0.49512308835983276,0.2811824083328247,-0.16612586379051208,0.49286317825317383,0.3038729429244995,-0.12111596763134003,0.4942784309387207,0.303893119096756,-0.12822146713733673,0.44054508209228516,0.3736492693424225,-0.09422716498374939,0.5177868604660034,0.3904186487197876,-0.1467820107936859,0.42775607109069824,0.5046529769897461,-0.0655333548784256,0.5297616124153137,0.5390673875808716,-0.12771978974342346,0.41717514395713806,0.6127203106880188,-0.07255207002162933,0.5544699430465698,0.618532121181488,-0.11341371387243271,0.4114350378513336,0.6447889804840088,-0.08693931251764297,0.5687512755393982,0.6556066870689392,-0.12257375568151474,0.4096314013004303,0.6442868709564209,-0.0942617729306221,0.5406423807144165,0.6573322415351868,-0.1460581123828888,0.4119066596031189,0.6326923966407776,-0.0770086869597435,0.5334999561309814,0.647218644618988,-0.12234985828399658,0.4346153736114502,0.6213100552558899,0.003942070994526148,0.4695165157318115,0.6190516948699951,-0.003870981279760599,0.42064446210861206,0.80650794506073,-0.0027231117710471153,0.44848209619522095,0.8100045323371887,0.02236027643084526,0.3988032042980194,0.9958617091178894,0.09758014976978302,0.42606693506240845,0.9961636066436768,0.12381242215633392,0.39947134256362915,1.0172603130340576,0.10062690824270248,0.42384594678878784,1.0437333583831787,0.1291673481464386,0.38500624895095825,1.0404689311981201,0.07467876374721527,0.4286908209323883,1.051453948020935,0.05078382417559624
35,0.493074893951416,0.28601184487342834,-0.0813307985663414,0.493562787771225,0.27433067560195923,-0.10662947595119476,0.4917154312133789,0.2740149199962616,-0.1066504567861557,0.49018925428390503,0.2735241949558258,-0.10675301402807236,0.49605560302734375,0.27537310123443604,-0.10925315320491791,0.4967239499092102,0.2760937809944153,-0.10928530991077423,0.4974832534790039,0.27675241231918335,-0.10938219726085663,0.48866671323776245,0.28152498602867126,-0.1676136553287506,0.4971489906311035,0.2853316068649292,-0.18096712231636047,0.4916103482246399,0.2994106709957123,-0.09542843699455261,0.49352240562438965,0.30106019973754883,-0.09909094870090485,0.45190587639808655,0.37279459834098816,-0.14706504344940186,0.5201316475868225,0.38457876443862915,-0.1846197247505188,0.4542267918586731,0.5099126100540161,-0.13441701233386993,0.5034540891647339,0.5362939238548279,-0.1813112199306488,0.44609397649765015,0.6221927404403687,-0.1584455966949463,0.5061292052268982,0.6373099684715271,-0.19370490312576294,0.4429478049278259,0.6555618643760681,-0.1757405400276184,0.5113662481307983,0.6684271693229675,-0.2093958556652069,0.4414922297000885,0.6556323766708374,-0.19011344015598297,0.5029065012931824,0.6669721007347107,-0.23157870769500732,0.4433194696903229,0.6429253816604614,-0.1656918227672577,0.4979594349861145,0.656370997428894,-0.2035934180021286,0.4380245804786682,0.6208752393722534,0.0015076159033924341,0.46093034744262695,0.6189769506454468,-0.0013659213436767459,0.4221402108669281,0.8057399988174438,-0.014133557677268982,0.4429766535758972,0.8090227246284485,0.02566405199468136,0.40016159415245056,0.9902795553207397,0.08022363483905792,0.41721218824386597,0.9911262392997742,0.12047573179006577,0.40204471349716187,1.0059586763381958,0.08153483271598816,0.414207398891449,1.0154634714126587,0.12374268472194672,0.38625240325927734,1.028336524963379,-0.01088439580053091,0.42657479643821716,1.0404808521270752,0.028331194072961807
36,0.49335941672325134,0.2827778458595276,0.061585038900375366,0.4936695992946625,0.26893872022628784,0.021573137491941452,0.4918096661567688,0.2677944302558899,0.021545017138123512,0.4899917244911194,0.26651284098625183,0.02146756276488304,0.49841389060020447,0.27115610241889954,0.023326562717556953,0.5003023743629456,0.27169668674468994,0.023340042680501938,0.5025815367698669,0.27231675386428833,0.023280838504433632,0.48812270164489746,0.27426040172576904,-0.11118904501199722,0.5055267214775085,0.28223419189453125,-0.10385950654745102,0.4917624890804291,0.29519176483154297,0.022153420373797417,0.4942173361778259,0.29853856563568115,0.0242002010345459,0.4467560648918152,0.3629307150840759,-0.1452637016773224,0.5265390872955322,0.3811229467391968,-0.14750437438488007,0.4125325679779053,0.4956933856010437,-0.13577710092067719,0.5192313194274902,0.5241726040840149,-0.15563271939754486,0.3809345066547394,0.5897241234779358,-0.09505543112754822,0.5354166626930237,0.648642897605896,-0.1441495269536972,0.37371936440467834,0.6176159381866455,-0.1019824892282486,0.5458236336708069,0.691727876663208,-0.15311704576015472,0.37993842363357544,0.6176592707633972,-0.11037886142730713,0.5370489358901978,0.6914640069007874,-0.1650758981704712,0.38777822256088257,0.6109520792961121,-0.09733397513628006,0.5303912162780762,0.6732218265533447,-0.14941738545894623,0.43201833963394165,0.614017128944397,-0.0037001166492700577,0.466766893863678,0.6117961406707764,0.0038664371240884066,0.4226558208465576,0.798815131187439,-0.008241741918027401,0.4431617856025696,0.8030545711517334,0.0500192753970623,0.40038686990737915,0.9865635633468628,0.08048249781131744,0.4155963957309723,0.9879099130630493,0.12597152590751648,0.40200281143188477,1.0026228427886963,0.08280915766954422,0.4131740629673004,1.0057326555252075,0.1288004219532013,0.38272181153297424,1.0134921073913574,0.00250833248719573,0.42646080255508423,1.0307230949401855,0.0471038855612278
37,0.4942546486854553,0.2726171910762787,0.09273792058229446,0.49370232224464417,0.25866439938545227,0.09455417841672897,0.4916892647743225,0.25750643014907837,0.09452636539936066,0.4886685311794281,0.2562389075756073,0.09440679848194122,0.5024176239967346,0.2611575722694397,0.07223451882600784,0.5060378313064575,0.2618873715400696,0.07185201346874237,0.5101319551467896,0.2628224194049835,0.0713706761598587,0.48445335030555725,0.2640598714351654,-0.03250475600361824,0.515327513217926,0.27395400404930115,-0.02937772311270237,0.49161309003829956,0.28511151671409607,0.09632422029972076,0.4983902871608734,0.2884941101074219,0.07189354300498962,0.4405364990234375,0.34921249747276306,-0.07848256081342697,0.5379154086112976,0.3763948082923889,-0.08571849763393402,0.38508760929107666,0.48065677285194397,-0.06340977549552917,0.5254248380661011,0.5194684863090515,-0.07755313813686371,0.3644210696220398,0.5834725499153137,-0.0019316656980663538,0.5421828031539917,0.6474459767341614,-0.02978333830833435,0.3580560088157654,0.6117100119590759,-0.003262847661972046,0.5484171509742737,0.6893075108528137,-0.03254927694797516,0.3664954900741577,0.6113273501396179,-0.007504143752157688,0.5410765409469604,0.6870930790901184,-0.044862013310194016,0.3731119632720947,0.6030322313308716,-0.001894921762868762,0.5344486236572266,0.6690343618392944,-0.0330604612827301,0.4202243685722351,0.6023969054222107,-0.0032030344009399414,0.47401824593544006,0.6090422868728638,0.0031662837136536837,0.41278815269470215,0.78957599401474,0.07779596745967865,0.45715826749801636,0.8018397688865662,0.1356934756040573,0.3930913805961609,0.9838729500770569,0.1988801509141922,0.424297958612442,0.9889180064201355,0.2472616732120514,0.39773494005203247,1.0024462938308716,0.2096521556377411,0.41742339730262756,1.0046417713165283,0.25793325901031494,0.3836406469345093,0.9987452030181885,0.16635119915008545,0.4356537461280823,1.0082262754440308,0.2110505849123001
38,0.4984891414642334,0.2694835364818573,0.17690753936767578,0.4961718022823334,0.2553589642047882,0.13456615805625916,0.4928097128868103,0.2541976869106293,0.134575754404068,0.4889538288116455,0.2529417872428894,0.13455870747566223,0.5076817274093628,0.25803765654563904,0.14035828411579132,0.5119562149047852,0.25886601209640503,0.14033548533916473,0.5166887044906616,0.259975790977478,0.1402505338191986,0.48439469933509827,0.2613743543624878,-0.01056817639619112,0.5218604803085327,0.2718728184700012,-0.0030540144070982933,0.4930097162723541,0.28214552998542786,0.1286001354455948,0.5042017102241516,0.2861878275871277,0.1364925503730774,0.43844175338745117,0.3470013439655304,-0.07458501309156418,0.5457113981246948,0.37639936804771423,-0.07112132012844086,0.3817811906337738,0.474204421043396,-0.08314041793346405,0.5407320261001587,0.5203783512115479,-0.06064867973327637,0.3572584390640259,0.5766223669052124,-0.03412535414099693,0.5426583886146545,0.6436075568199158,-0.037649005651474,0.3484315276145935,0.6022194623947144,-0.03775794804096222,0.543674886226654,0.6835943460464478,-0.04117953032255173,0.3562096655368805,0.6013749837875366,-0.040499571710824966,0.535886824131012,0.6800783276557922,-0.04453761875629425,0.3620726466178894,0.5943217873573303,-0.0332220196723938,0.5317897796630859,0.6627112627029419,-0.038641564548015594,0.41987380385398865,0.5990701913833618,-0.004611422307789326,0.4842197000980377,0.6096983551979065,0.004502956755459309,0.41014227271080017,0.7853055596351624,0.08647891879081726,0.4643053114414215,0.8023367524147034,0.11694184690713882,0.38887137174606323,0.9785540103912354,0.2004942148923874,0.4353451132774353,0.9884106516838074,0.19170084595680237,0.3915860056877136,0.998201310634613,0.21104943752288818,0.4208526015281677,1.0016748905181885,0.19823430478572845,0.37843576073646545,0.9854997992515564,0.16715887188911438,0.45443543791770935,1.0132440328598022,0.144300639629364
39,0.5020315647125244,0.2669954299926758,0.19124050438404083,0.499423086643219,0.2528798282146454,0.13992877304553986,0.49519628286361694,0.25173279643058777,0.1399494707584381,0.49053746461868286,0.25049248337745667,0.13998153805732727,0.5118119120597839,0.25565293431282043,0.1505158692598343,0.516119658946991,0.2565633952617645,0.15053439140319824,0.5208156704902649,0.25773340463638306,0.15050828456878662,0.48447972536087036,0.2582489848136902,-0.011721196584403515,0.5251845121383667,0.26961418986320496,0.0033879089169204235,0.49414485692977905,0.27947431802749634,0.13382580876350403,0.507866382598877,0.2839229702949524,0.14748504757881165,0.43627095222473145,0.34167227149009705,-0.08756361901760101,0.5471531748771667,0.3720954358577728,-0.0674256756901741,0.37107205390930176,0.4652304947376251,-0.10449139773845673,0.5519734621047974,0.5152557492256165,-0.08575526624917984,0.34281474351882935,0.5666218996047974,-0.061244361102581024,0.5457766056060791,0.6427741646766663,-0.11617352068424225,0.33384159207344055,0.5915648341178894,-0.06634040176868439,0.5449097156524658,0.6789273023605347,-0.12678560614585876,0.34041669964790344,0.5904947519302368,-0.06908024847507477,0.5375282764434814,0.6769797801971436,-0.12441816180944443,0.34658244252204895,0.5840864181518555,-0.05987868830561638,0.5340887308120728,0.6626061201095581,-0.11591017246246338,0.41584569215774536,0.5952604413032532,-0.01119082048535347,0.4859781265258789,0.607469379901886,0.01092278491705656,0.40527230501174927,0.7821970582008362,0.0971512421965599,0.4670654237270355,0.8023149967193604,0.1255139708518982,0.3845246732234955,0.9722627997398376,0.22668619453907013,0.44323450326919556,0.9850464463233948,0.1980702430009842,0.3883834481239319,0.9937173128128052,0.23963923752307892,0.42672520875930786,1.000247597694397,0.20446018874645233,0.3770639896392822,0.975151777267456,0.19572946429252625,0.45251908898353577,0.9910284280776978,0.14885012805461884
